SQUID,UNIT,Merged_UNITs,TOPELEVATION,BOTTOMELEVATION,RAWMAT,Material Type,Distance (km),DEBITAGE,DATACLASS,PRESERVATION,PATINATION,CORTEX,LOCATION OF CORTEX,CORTEX OF PREPARATION SURFACE,BURNT,SURFACE OF  FLAKE USED FOR FLAKING,NUMBER OF ACTIVE EDGES CORES,NUMBER OF PLATFORMS ON CORE,NUMBER OF SCARS FS,NUMBER OF SCARS PS,CORE LONGITUDINAL SECTION,CORE MORPHOLOGY,CORE TECHNOLOGY,CORE FLAKING METHODS,CORE TYPE,TYPE OF FLAKE CF,DOMINANT SCAR,LAST SCAR,ANGLE BETWEEN SP AND DS,FLAKE SP,TECHNOLOGY,PROFILE VENTRAL,PROFILE DORSAL,SECTION,FLAKE MORPHOLOGY,FLAKE TERMINATION,SYMMETRY,Parent Scar,NO DORSAL SCARS,SCAR PATTERN,STRIKING PLATFORM,LIP,RETOUCH,TOOL BLANK,STAGE OF RETOUCH,MODULE OF RETOUCH,TYPOLOGY A,RETOUCH LOCATION A,RETOUCH FACE A,RETOUCH TYPE A,ABRASION,SHAPE OF ACTIVE EDGE A,SECOND EVENT RETOUCH,TYPOLOGY B,RETOUCH LOCATION B,RETOUCH FACE B,RETOUCH TYPE B,SHAPE OF ACTIVE EDGE B,CORE LENGTH,CORE WIDTH,CORE THICKNESS,LENGTH OF DOMINANT SCAR,WIDTH OF DOMINANT SCAR,LENGTH OF LAST SCAR,WIDTH OF LAST SCAR,CORE CIRCUMFERENCE,TECHNOLOGICAL LENGTH,TECHNOLOGICAL WIDTH,MORPHOLOGICAL LENGTH,MORPHOLOGICAL WIDTH,THICKNESS,BREADTH OF STRIKING PLATFORM,DEPTH OF STRIKING PLATFORM,WEIGHT,IMAGE ACQUISITION 2D AND 3D,COMMENTS
J13-1,4.1 int,4,98.34,98.24,Chert,Non-Obsidian,,Flake,Dist+prox,Fresh,No patina,Jan-25,Distal left,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,3,Along axis,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,34.92,13.78,7.1,,,0.004,None,
J13-2,4.1 int,4,98.34,98.24,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Concave,Concave,Triangular,Feather,Symmetrical,,1,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Proximal,Dorsal,Scraper-like,,No,,,,,,,,,,,,,,,9.53,10.67,13.62,9.63,1.4,7.13,1.56,0,None,
K11-55-1,3.1,3,99.04,99.04,Chert,Non-Obsidian,,Chunk,,Fresh,No patina,0,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,None,
K11-55-2,3.1,3,99.04,99.04,Chert,Non-Obsidian,,Flake,Prox,Fresh,Calcified,0,,,Yes,,,,,,,,,,,,,,,,Indeterminate,,,,,Feather,,,3,Along axis,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,24.22,13.99,3.76,,,0.002,None,
L13,1.3,1,99.35,99.25,Quartzite,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Convex,Straight,Convex,Irregular,Hinge,A symetric to the right,,1,Plain,Faceted,Lipped,No,,,,,,,,,,,,,,,,,,,,,,,,24.48,42.13,52.15,23.93,11.55,51.88,13.02,0.014,None,
K12-40,3,3,98.96,98.96,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,25-50 ,Proximal to distal l,,No,,,,,,,,,,,,,,,,Indeterminate,Concave,Irregular,Triangular,Triangular,Feather,Symmetrical,,2,Side,Plain,Lipped,No,,,,,,,,,,,,,,,,,,,,,,,,28.33,13.06,30.52,12.78,5.91,11.49,4.87,0.002,None,
K11-17,2.2,2,99.17,99.17,Chert,Non-Obsidian,,Core trimming element,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Triangular,Sub rectangular,Feather,Symmetrical,,4,Along axis side,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,31.43,11.21,33.43,11.21,3.03,12.24,4.46,0.002,None,
K12-22,1.4.1 int ,1,99.05,99.05,Chert,Non-Obsidian,,Flake,Fragment,Fresh,No patina,100,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,,Indeterminate,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,34.97,18.02,3,,,0.002,None,
K11-39,2.2,2,99.08,99.08,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,25-50 ,Proximal to distal l,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Concave,Oblique,Sub rectangular,Feather,A symetric to the left,,2,Along axis,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,34.64,28.82,47.34,28.19,14.55,15.16,6.66,0.016,None,
J10,2.2,2,99.53,99.17,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Proximal left,,No,,,,,,,,,,,,,,,,Levallois,Concave,Convex,Straight,Irregular,Feather,A symetric to the left,,3,Centripetal,Faceted,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,82.82,49.46,82.29,47.33,4.16,18,5.92,0.019,None,
K11-1,2.1,2,99.23,99.23,Chert,Non-Obsidian,,Core,Prox,Fresh,No patina,0,,0,No,,1,1,3,0,Indeterminate,Sub triangular,Indeterminate,,Single platform,,Yes,Yes,Bipolar and 90 degrees,,Indeterminate,,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,22.1,25.77,,,,0.011,None,
J12-35,3,3,98.99,98.99,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Levallois,Concave,Convex,Irregular,Irregular,Feather,A symetric to the left,,5,Centripetal,Faceted,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,41.54,26.5,46.68,32.85,3.8,18.16,6.19,0.006,None,
K12-49,3,3,98.79,98.79,Silicified limestone,Non-Obsidian,,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,2,Opposed,Faceted,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,22.42,18.43,22.42,18.43,7.95,16.09,8.85,0.004,None,
K11-18-1,2.2,2,99.15,99.15,Chert,Non-Obsidian,,Flake,Dist,Fresh,No patina,25-50 ,Proximal to distal l,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,1,Along axis,Faceted,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,13.93,21.07,26.24,14.21,3.76,15.84,4.27,0.001,None,
K11-18-2,2.2,2,99.15,99.15,Chert,Non-Obsidian,,Flake,Lat,Fresh,Patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,1,Along axis,Cortical,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,15.03,8.8,15.03,8.79,1.94,11.54,1.58,0,None,
K12-6,1.2.2,1,99.42,99.42,Chert,Non-Obsidian,,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Feather,,,4,Along axis,Punctiform,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,23.71,20.55,31.4,19.49,6.24,24.22,8.93,0.004,None,
K11-47,2.2,2,99.09,99.09,Chert,Non-Obsidian,,Flake,Dist,Fresh,No patina,Jan-25,Distal,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,4,Along axis side,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,,27.45,,29.67,6.88,21.41,10.92,0.011,None,
K12-17-1,1.4.1 int ,1,99.08,99.08,Chert,Non-Obsidian,,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,4,Along axis opposed,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,,,29.08,23.77,3.34,,,0.004,None,
K12-17-2,1.4.1 int ,1,99.08,99.08,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Straight,Irregular,Hinge,A symetric to the right,,4,Centripetal,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,28.85,24.16,38.73,24.66,5.39,9,4.03,0.005,None,
K12-17-3,1.4.1 int ,1,99.08,99.08,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Proximal to distal r,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Convex,Rectangular,Feather,Symmetrical,,2,Along axis side,Crushed,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,21.17,19.07,21.64,20.52,4.34,0,0,0.002,None,
J13-1,1.3,1,99.27,99.27,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Distal,,No,,,,,,,,,,,,,,,,Indeterminate,Convex,Concave,Concave,Irregular,Plunging,Indeterminate,,1,Plain,Faceted,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,18.53,23.37,33.82,12.98,5.5,24.98,6.96,0.004,None,
J11,3.6,3,98.75,98.67,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Distal right,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Irregular,Trapezoidal,Irregular,Feather,A symetric to the left,,4,Along axis side,Dihedral,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,25.23,30.17,37.65,17.63,7.77,19.99,4.47,0.007,None,
J12-8,1.3,1,99.06,99.06,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Irregular,Sub rectangular,Feather,Symmetrical,,8,Bipolar,Cortical,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,45.02,26,46.07,25.17,5.19,9.39,4,0.008,None,
K11-40,2.2,2,99.08,99.08,Chert,Non-Obsidian,,Debordant,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Irregular,Irregular,Irregular,Feather,A symetric to the right,,8,Opposed side,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,38.87,27.54,47.15,30.68,4.58,12.18,3.89,0.01,None,Complete hertzian cone
J11-7,3.1,3,99.05,99.05,Chert,Non-Obsidian,,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,4,Along axis,Punctiform,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,23.33,22.09,30.08,18.98,5.01,2.63,1.69,0.003,None,
K12-28,1.4.1 int ,1,99.07,99.07,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,50-75,Proximal to distal r,,No,,,,,,,,,,,,,,,,Indeterminate,Twisted,Convex,Convex,Irregular,Feather,A symetric to the right,,1,Along axis,Crushed,,No,,,,,,,,,,,,,,,,,,,,,,,,23.25,20.39,26.68,18.37,8.08,0,0,0.004,None,
K12-30,1.4.1 int ,1,99.04,99.04,Chert,Non-Obsidian,,Flake,Dist+lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,2,Bipolar,Faceted,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,,,23.02,17.75,2.48,,2.11,0.001,None,
K11-22,2.2,2,99.16,99.16,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,25-50 ,Distal right,,No,,,,,,,,,,,,,,,,Indeterminate,Concave,Irregular,Triangular,Irregular,Feather,A symetric to the left,,2,Along axis,Crushed,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,36.39,20,36.3,21.73,10.93,5.05,2.64,0.006,None,
K12-47,3,3,98.85,98.85,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,25-50 ,Proximal to distal r,,No,,,,,,,,,,,,,,,,Indeterminate,Twisted,Convex,Irregular,Sub rectangular,Step,A symetric to the left,,4,Along axis side,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,55.67,28.02,59.26,28.13,13.45,10.52,2.82,0.025,None,
K13-11,1.4.1 int,1,99.06,99.06,Chert,Non-Obsidian,,Flake,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Hinge,,,6,Along axis side,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,31.76,11.94,3.82,,,0.002,None,
J13,1.2.2,1,99.51,99.51,Chert,Non-Obsidian,,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,4,Along axis,Faceted,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,39.1,24.37,40.81,24.37,5.99,22.12,9.07,0.007,None,
J12-21,4.1,4,98.49,98.49,Sandstone,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Concave,Irregular,Irregular,Oval,Feather,A symetric to the right,,7,Centripetal,Plain,Not lipped,Yes,Flake,Post detachment,,9. Single straight scraper,Right edge,Dorsal,Scraper-like,No,No,,,,,,,,,,,,,,,22.78,40.2,42.24,24.46,9.67,9.31,2.46,0.008,None,
J12-30,4.2,4,98.29,98.29,Silicified limestone,Non-Obsidian,,Siret,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Feather,,,2,Along axis,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,,,45.27,13.7,5.34,,,0.004,None,
K13,3.1 int,3,99.06,98.95,Quartzite,Non-Obsidian,,Flake,Prox + lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Hinge,,,2,Along axis,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,14.41,5.41,,,0.003,None,
J11-15,1,1,98.96,98.96,Chert,Non-Obsidian,,Siret,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Convex,Oblique,Sub oval,Feather,Symmetrical,,2,Along axis,Cortical,Not lipped,No,,,,,,,,,No,,,,,,,,,,,,,,,,,23.04,17.87,5.34,,6.02,0.002,None,Siret from a kombewa
K11-30,2.2,2,99.13,99.13,Chert,Non-Obsidian,,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Feather,,,0,,Faceted,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,28.07,4.93,30.26,12.34,4.55,4.64,15.98,0.002,None,Photo 
J11-12,3.1,3,98.98,98.98,Chert,Non-Obsidian,,Flake,Fragment,Fresh,No patina,75-99,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,,Indeterminate,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.68,,,0.009,None,
K11-16,2.2,2,99.15,99.15,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Irregular,Irregular,Oval,Hinge,A symetric to the left,,6,Centripetal,Dihedral,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,40.17,55.57,55.29,35.84,11.58,37.29,8.72,0.023,None,
J11-3,3.1,3,99.01,99.01,Chert,Non-Obsidian,,Flake,Prox + lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Step,,,2,Along axis side,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,39.89,19.65,3.9,,,0.004,None,
J11-16,1,1,98.95,98.95,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Distal,,No,,,,,,,,,,,,,,,,Indeterminate,Concave,Triangular,Ridged,Trapezoidal,Step,Symmetrical,,7,Along axis opposed,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,57.93,35.83,62.05,33.22,12.57,11.53,4.46,0.027,None,
J12-2,1.3,1,99.06,99.06,Chert,Non-Obsidian,,Kombewa,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Core on flake,,,,,Feather,,,,Plain,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,32.68,9.18,4.22,,,0.001,None,
J12-27,4.1,4,98.32,98.32,Chert,Non-Obsidian,,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,2,Along axis,Faceted,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,,,39.35,25.29,4.72,,,0.007,None,
K13,3.2 int,3,98.85,98.7,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Concave,Convex,Irregular,Oval,Feather,A symetric to the left,,4,Along axis side,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,13.87,15.37,18.45,14.16,2.71,7.79,1.93,0.001,None,
K12-17,1.4.1 int ,1,99.08,99.08,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Convex,Ridged,Irregular,Plunging,A symetric to the left,,4,Along axis side,Dihedral,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,21.83,10.82,24.67,12.76,7.3,12.35,5.05,0.003,None,
J13,3.2 int,3,98.8,98.75,Quartzite,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Plano convex,Oval,Retouched,Symmetrical,,5,Along axis side,Faceted,Not lipped,Yes,Flake,Post detachment,,10. Single convex scraper,Right edge,Dorsal,Regular,No,Yes,,,,,,,,,,,,,,,45.75,29.89,45.58,32.79,8.47,16.99,5.9,0.016,None,
J11-20,3.6,3,98.69,98.69,Chert,Non-Obsidian,,Core on flake,Complete,Fresh,No patina,0,,0,No,Dorsal,1,2,6,1,Convex,Sub rectangular,Indeterminate,,On flake,Flake,No,Yes,90 degrees,Still exists,Indeterminate,Concave,Convex,Irregular,Trapezoidal,Step,A symetric to the left,,9,Along axis opposed,Plain,Not lipped,No,,,,,,,,,,,,,,,,50.87,24.63,7.16,,,15.56,9.15,,52.38,24.18,56,23.51,8.39,16.28,6.27,0.016,None,
J11-6,2.2,2,99.12,99.12,Chert,Non-Obsidian,,Flake,Prox,Fresh,No patina,25-50 ,Proximal to distal r,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Plunging,,,4,Along axis side,,,No,,,,,,,,,No,,,,,,,,,,,,,,,31.47,17.1,31.43,17.1,3.79,12.94,4.49,0.003,None,
J11-4,3.1,3,99,99,Chert,Non-Obsidian,,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Core on flake,Convex,Convex,Concave,Irregular,Feather,A symetric to the right,,1,Along axis,Faceted,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,30.42,27.25,34.77,25.99,6.38,26.62,3.09,0.006,None,
J12-1,1.3,1,99.33,99.33,Quartzite,Non-Obsidian,,Flake,Dist+prox,Fresh,No patina,25-50 ,Proximal to distal l,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,3,Along axis,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,52.35,24.49,8.07,,,0.011,None,
L13,1.4.1 int ,1,99.15,99.05,Chert,Non-Obsidian,,Core on flake,Prox,Fresh,No patina,0,,,No,Ventral,1,1,3,1,Indeterminate,Prismatic,Indeterminate,,On flake,Indeterminate,Yes,Yes,90 degrees,Broken,Indeterminate,,,,,,,,,,,,No,,,,,,,,,No,,,,,,,32.84,13.43,12.46,23.14,,10.53,,,,,,,,,,0.015,None,
K11-7,2.2,2,99.14,99.14,Chert,Non-Obsidian,,Blade,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Convex,Trapezoidal,Sub rectangular,Hinge,Symmetrical,,7,Along axis opposed,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,46.67,21.47,46.67,21.44,7.51,7.79,5.76,0.008,None,"Different flint, much britle"
J13,1.2.1,1,99.93,99.66,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Distal right,,No,,,,,,,,,,,,,,,,Indeterminate,Convex,Convex,Biconvex,Irregular,Feather,A symetric to the right,,4,Along axis,Dihedral,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,20.44,31.17,38.58,20.18,6.09,23.94,6.89,0.004,None,
J13-16,3.2 int,3,98.67,98.67,Chert,Non-Obsidian,,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,4,Convergent,Dihedral,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,20.19,18.41,22.39,14.54,8.81,21.15,5.8,0.003,None,
K12-36,3,3,98.97,98.97,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Straight,Sub rectangular,Feather,A symetric to the right,,3,Along axis side,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,18.94,16.28,25.96,18.97,2.58,7.76,2.71,0.001,None,
L13,3.1 int,3,99.05,98.95,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Convex,Convex,Ridged,Irregular,Feather,Symmetrical,,2,Opposed,Punctiform,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,12.43,4.87,12.36,4.87,3.9,1.23,1.06,0,None,
K11-26,2.2,2,99.17,99.17,Chert,Non-Obsidian,,Flake,Dist,Fresh,No patina,Jan-25,Distal left,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,2,Along axis,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,,,40.28,24.85,7.14,12.7,8.8,0.007,None,
K11-44,2.2,2,99.08,99.08,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,50-75,Proximal to distal l,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Irregular,Triangular,Irregular,Hinge,A symetric to the left,,1,Side,Crushed,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,60.85,36.5,70.28,33.6,16.42,,,0.031,None,
J13,3.2 int,3,98.76,98.68,Chert,Non-Obsidian,,Blade,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Feather,,,2,,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,34.43,16.1,4.47,,,0.002,None,
J12-3,3,3,98.99,98.99,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Distal right,,No,,,,,,,,,,,,,,,,Indeterminate,Concave,Irregular,Irregular,Sub rectangular,Feather,Symmetrical,,4,Along axis opposed,Dihedral,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,35.64,16,35.71,16.14,4.28,15.09,2.76,0.004,None,
J12-15,3,3,98.69,98.69,Chert,Non-Obsidian,,Flake,Complete,Fresh,Patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Triangular,Oval,Feather,Symmetrical,,5,Along axis,Faceted,Lipped,No,,,,,,,,,,,,,,,,,,,,,,,,65.49,43.12,65.49,43.12,8.39,37.08,10.01,0.029,None,
K12,1.3,1,99.36,99.27,Other,Non-Obsidian,,Flake,Dist,Fresh,Patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,1,Side,Removed,,Yes,Flake,Post detachment,,64.retouch flake,Right edge,Ventral,Flat,No,No,,,,,,,,,,,,,,,,26.6,,23.26,12.08,,,0.007,None,
K12,1.2.2,1,99.53,99.41,Calcedony,Non-Obsidian,,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,4,Along axis side,Faceted,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,,,26.73,17.44,3.34,16.69,4.73,0.002,None,
J11-9,2.2,2,99.12,99.12,Chert,Non-Obsidian,,Flake,Fragment,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,,,,2,Indeterminate,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,26.11,10.81,3.22,,,0.001,None,
J13,4.2,4,99.2,98,Chert,Non-Obsidian,,Flake,Prox,Fresh,No patina,100,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Feather,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,11.73,12.8,1.7,,,0,None,
L14,4.2,4,98.25,98.25,Chert (brown),Non-Obsidian,,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,,,,,Feather,,,2,Side,Plain,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,,,14.46,11.56,6.64,,2.17,0.001,None,
K11-8,2.1,2,99.24,99.24,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Convex,Straight,Straight,Oval,Hinge,A symetric to the right,,2,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,,,Proximal,Dorsal,Flat,,No,,,,,,,,,,,,,,,32.92,31.13,35.85,26.94,4.28,19.13,1.55,0.005,None,1st stage of resharping flake photo
J13-14,3.2 int,3,98.72,98.72,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Twisted,Twisted,Twisted,Triangular,Feather,A symetric to the left,,3,Convergent,Cortical,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,11.97,22.05,31.46,12.23,3.26,6.96,2.79,0.001,None,
K12-44,3,3,98.89,98.89,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Levallois,Straight,Straight,Ridged,Irregular,Irregular,A symetric to the left,,3,Along axis side,Faceted,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,21.48,19.35,33.63,20.95,4.89,13.25,3.83,0.003,None,
L13,1.4.1 int,1,99.25,99.15,Obsidian,Obsidian,,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Core on flake,Straight,Concave,Irregular,Sub rectangular,Feather,A symetric to the left,,1,Along axis,Faceted,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,23.52,13.84,24.01,15.83,5.23,9.6,4.88,0.002,None,
K11-51,2.2,2,99.11,99.11,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Triangular,Sub rectangular,Feather,Symmetrical,,2,Along axis,Dihedral,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,17.59,12.45,19.12,12.59,4.05,14.6,4.38,0.001,None,
K12,1.2.1,1,99.87,99.69,Chert,Non-Obsidian,,Kombewa,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Core on flake,Straight,Straight,Triangular,Sub rectangular,Feather,Symmetrical,,2,Along axis side,Faceted,Not lipped,No,,,,,,,,,,,,,,,,,,,,,,,,34.51,19.6,34.51,19.6,5.52,14.84,6.88,0.005,None,
J12,3,3,98.76,98.7,Chert,Non-Obsidian,,Chunk,,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,7.48,9.56,19.11,10.21,4.13,12.81,7.16,0.001,None,
K11-37,2.2,2,99.08,99.08,Chert,Non-Obsidian,,Flake,Complete,Fresh,No patina,Jan-25,Proximal to distal r,,No,,,,,,,,,,,,,,,,Indeterminate,Straight,Straight,Irregular,Sub rectangular,Hinge,Symmetrical,,5,Along axis opposed,Crushed,Not lipped,No,,,,,,,,,No,,,,,,,,,,,,,,,62.14,53.22,64.62,53.84,9.87,42.85,,0.046,None,
